timestamp,watts
0,2.8
1,2.9
2,2.9
3,2.9
4,2.9
5,2.8
6,2.8
7,2.8
8,2.8
9,2.8
10,2.8
11,2.8
12,2.7
13,2.7
14,2.7
15,2.7
16,2.6
17,2.6
18,2.5
19,2.5
20,2.4
21,2.4
22,2.3
23,2.3
24,2.3
25,2.3
26,2.3
27,2.2
28,2.2
29,2.2
30,2.2
31,2.1
32,2.1
33,2.1
34,2.1
35,2.1
36,2.1
37,2.2
38,2.1
39,2.1
40,2.1
41,2.1
42,2.0
43,2.0
44,2.0
45,2.0
46,2.0
47,2.1
48,2.2
49,2.1
50,2.1
51,2.2
52,2.2
53,2.2
54,2.2
55,2.2
56,2.2
57,2.2
58,2.1
59,2.1
60,2.0
61,2.0
62,2.0
63,2.0
64,1.9
65,1.9
66,1.9
67,1.9
68,1.8
69,1.8
70,1.8
71,1.8
72,1.8
73,1.8
74,1.8
75,1.8
76,1.8
77,1.8
78,1.8
79,1.8
80,1.7
81,1.7
82,1.7
83,1.7
84,1.7
85,1.8
86,1.9
87,1.9
88,1.9
89,1.8
90,1.8
91,1.8
92,1.8
93,1.9
94,1.9
95,1.8
96,1.8
97,1.8
98,1.8
99,1.8
100,1.8
101,1.7
102,1.7
103,1.7
104,1.7
105,1.7
106,1.7
107,1.7
108,1.7
109,1.7
110,1.8
111,1.8
112,1.9
113,1.9
114,2.0
115,1.9
116,1.9
117,2.0
118,2.0
119,2.0
120,2.0
121,1.9
122,2.0
123,2.0
124,2.0
125,2.0
126,2.0
127,2.0
128,1.9
129,1.9
130,1.9
131,1.8
132,1.8
133,1.8
134,1.7
135,1.7
136,1.7
137,1.7
138,1.7
139,1.7
140,1.8
141,1.7
142,1.7
143,1.7
144,1.7
145,1.7
146,1.8
147,1.7
148,1.7
149,1.7
150,1.7
151,1.7
152,1.7
153,1.7
154,1.7
155,1.7
156,1.8
157,1.9
158,1.8
159,1.8
160,1.8
161,1.7
162,1.7
163,1.7
164,1.7
165,1.7
166,1.6
167,1.6
168,1.7
169,1.7
170,1.7
171,1.7
172,1.8
173,1.7
174,1.7
175,1.7
176,1.7
177,1.7
178,1.6
179,1.9
180,1.9
181,1.9
182,1.8
183,1.8
184,1.7
185,1.7
186,1.7
187,0.0
188,0.0
189,0.0
190,0.1
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.1
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
